pathname,timestamp,arousal,valence,emotion_sentence,familiarity_rating,participant_id,film,composer,song_name,year,soundtrack,director,genre,ISRC,num_timestamps,timestamp_order,emotion_subsentence,split_emotion_sentence,matched_keyword_clean,emotion_group_id,file_path
/audioFolder2//film-score-emotion-survey/audioFolder2/david_talks_about_his_mother_da_5_bloods_terence_blanchard_sample_2.mp3,2.0627417275462,-0.738,0.181,I felt zen,familiar-feeling-not-familiar,_mw14wekne,Talk To Me,Cornel Wilczek,Mother,2022,0,"Danny Philippou, Michael Philippou",Adventure Drama War,QZ8BZ2000187,1,1,I felt zen,zen,zen,0.0,davidtalksabouthismotherda5bloodsterenceblanchardsample2mp3.mp3
/audioFolder2//film-score-emotion-survey/audioFolder2/daydream_believer_the_monkees_women_talking_sample_1.mp3,5.64244897959183,0.495,0.496,Mostly upbeat - definite mood change where the drums enter (marker 2). Slightly wistful at the lowest note in the melody (marker 1),familiar,_ske6mg95q,The Power of the Dog,Jonny Greenwood,West,2021,0,Jane Campion,Drama,USRH10903995,1,1,Mostly upbeat - definite mood change where the drums enter (marker 2).,Mostly upbeat - definite mood change where drums enter (marker 2).,upbeat,8.0,daydreambelieverthemonkeeswomentalkingsample1mp3.mp3
/audioFolder2//film-score-emotion-survey/audioFolder2/daydream_believer_the_monkees_women_talking_sample_1.mp3,11.0062585034014,-0.16,0.001,Mostly upbeat - definite mood change where the drums enter (marker 2). Slightly wistful at the lowest note in the melody (marker 1),familiar,_ske6mg95q,The Power of the Dog,Jonny Greenwood,West,2021,0,Jane Campion,Drama,USRH10903995,1,2,Slightly wistful at the lowest note in the melody (marker 1),Slightly wistful at lowest note in melody (marker 1),wistful,4.0,daydreambelieverthemonkeeswomentalkingsample1mp3.mp3
/audioFolder2//film-score-emotion-survey/audioFolder2/death_shall_have_no_dominion_cliffmartinez_solaris_sample_1.mp3,2.63199999999998,0.811,0.817,"It was like a discovery of something, a very positive vibe, something good is or was happening",familiar,_hkwu0v6ct,Solaris,Cliff Martinez,Death Shall Have No Dominion,2002,0,Steven Soderbergh,Drama Mystery Romance,USFM90900087,1,1,It was like a discovery,It was a disco of,discovery,6.0,deathshallhavenodominioncliffmartinezsolarissample1mp3.mp3
/audioFolder2//film-score-emotion-survey/audioFolder2/death_shall_have_no_dominion_cliffmartinez_solaris_sample_1.mp3,7.49066666666664,0.358,0.737,"It was like a discovery of something, a very positive vibe, something good is or was happening",familiar,_hkwu0v6ct,Solaris,Cliff Martinez,Death Shall Have No Dominion,2002,0,Steven Soderbergh,Drama Mystery Romance,USFM90900087,1,2,"of something, a very positive","something, a positive vibe, something",positive,8.0,deathshallhavenodominioncliffmartinezsolarissample1mp3.mp3
/audioFolder2//film-score-emotion-survey/audioFolder2/death_shall_have_no_dominion_cliffmartinez_solaris_sample_1.mp3,13.7706666666666,0.871,0.942,"It was like a discovery of something, a very positive vibe, something good is or was happening",familiar,_hkwu0v6ct,Solaris,Cliff Martinez,Death Shall Have No Dominion,2002,0,Steven Soderbergh,Drama Mystery Romance,USFM90900087,1,3,"vibe, something good is or was happening",good is or was happening,good,8.0,deathshallhavenodominioncliffmartinezsolarissample1mp3.mp3
/audioFolder2//film-score-emotion-survey/audioFolder2/death_shall_have_no_dominion_cliffmartinez_solaris_sample_2.mp3,1.07392290249433,-0.414,0.599,"This piece of music feels like it should be calming, but still leads to a feeling of uneasiness. The piece itself is serene, light, almost like new beginnings, but yet there is an undertone which is slightly nerve-inducing, and agitating - especially towards the third marker",familiar-feeling-not-familiar,_j1fs1s29c,Solaris,Cliff Martinez,Death Shall Have No Dominion,2002,0,Steven Soderbergh,Drama Mystery Romance,USFM90900087,1,1,"This piece of music feels like it should be calming,","This piece of music it should be calming, but still leads to a",calm,,deathshallhavenodominioncliffmartinezsolarissample2mp3.mp3
/audioFolder2//film-score-emotion-survey/audioFolder2/death_shall_have_no_dominion_cliffmartinez_solaris_sample_2.mp3,6.82666666666667,0.846,0.499,"This piece of music feels like it should be calming, but still leads to a feeling of uneasiness. The piece itself is serene, light, almost like new beginnings, but yet there is an undertone which is slightly nerve-inducing, and agitating - especially towards the third marker",familiar-feeling-not-familiar,_j1fs1s29c,Solaris,Cliff Martinez,Death Shall Have No Dominion,2002,0,Steven Soderbergh,Drama Mystery Romance,USFM90900087,1,2,"still leads to a feeling of uneasiness. The piece itself is serene, light, almost like new beginnings,","of uneasiness. piece itself is serene, light, almost new beginnings, but yet re is",serene,0.0,deathshallhavenodominioncliffmartinezsolarissample2mp3.mp3
/audioFolder2//film-score-emotion-survey/audioFolder2/death_shall_have_no_dominion_cliffmartinez_solaris_sample_2.mp3,12.856325211463,0.276,-0.326,"This piece of music feels like it should be calming, but still leads to a feeling of uneasiness. The piece itself is serene, light, almost like new beginnings, but yet there is an undertone which is slightly nerve-inducing, and agitating - especially towards the third marker",familiar-feeling-not-familiar,_j1fs1s29c,Solaris,Cliff Martinez,Death Shall Have No Dominion,2002,0,Steven Soderbergh,Drama Mystery Romance,USFM90900087,1,3,"yet there is an undertone which is slightly nerve-inducing,","an undertone which is slightly nerve-inducing, agitating - especially towards third marker",,3.0,deathshallhavenodominioncliffmartinezsolarissample2mp3.mp3
/audioFolder2//film-score-emotion-survey/audioFolder2/debris_steven_price_gravity_sample_2.mp3,4.67083779916141,0.729,0.548,Creating an exciting feel.,familiar-feeling-not-familiar,_uwmh6xcmj,Gravity,Steven Price,Debris ,2014,0,Alfonso Cuarón,Drama Sci-Fi Thriller,USNLR1300549,1,1,Creating an,Exciting,exciting,2.0,debrisstevenpricegravitysample2mp3.mp3
/audioFolder2//film-score-emotion-survey/audioFolder2/debris_steven_price_gravity_sample_2.mp3,11.678993699607,0.719,0.358,Creating an exciting feel.,familiar-feeling-not-familiar,_uwmh6xcmj,Gravity,Steven Price,Debris ,2014,0,Alfonso Cuarón,Drama Sci-Fi Thriller,USNLR1300549,1,2,exciting feel. ,exciting.,exciting,2.0,debrisstevenpricegravitysample2mp3.mp3
/audioFolder2//film-score-emotion-survey/audioFolder2/decision_to_leave_evidence__cho_youngwuk_sample_1.mp3,1.655204005045,-0.145,-0.18,This extract felt like the end of something. The conclusion to something significant but not significant itself.,familiar-feeling-not-familiar,_rvw0xo7f6,Decision To Leave,Cho Young-wuk,Evidence,2022,0,Park Chan-wook,"Crime, Drama, Mystery",KRF012300022,1,1,This extract felt like the end of something. The conclusion to something significant,This extract felt of something. conclusion to something significant but not significant itself.,significant,2.0,decisiontoleaveevidencechoyoungwuksample1mp3.mp3
/audioFolder2//film-score-emotion-survey/audioFolder2/decision_to_leave_evidence__cho_youngwuk_sample_2.mp3,2.272,0.426,-0.17,it feels like it gets increasingly more uncomfortable and more negative as time goes on like slightly unsetttling which in turns build energy a little bit but the drone sound maintains a high slightly on edge energy also.,never-heard-this,_w5xx418by,Decision To Leave,Cho Young-wuk,Evidence,2022,0,Park Chan-wook,"Crime, Drama, Mystery",KRF012300022,1,1,it feels like it gets increasingly more uncomfortable and,it it gets increasingly more uncomfortable more,uncomfortable,3.0,decisiontoleaveevidencechoyoungwuksample2mp3.mp3
/audioFolder2//film-score-emotion-survey/audioFolder2/decision_to_leave_evidence__cho_youngwuk_sample_2.mp3,4.36940978048098,0.506,-0.28,it feels like it gets increasingly more uncomfortable and more negative as time goes on like slightly unsetttling which in turns build energy a little bit but the drone sound maintains a high slightly on edge energy also.,never-heard-this,_w5xx418by,Decision To Leave,Cho Young-wuk,Evidence,2022,0,Park Chan-wook,"Crime, Drama, Mystery",KRF012300022,1,2,more negative as time goes on like slightly unsetttling,negative as time goes on slightly unsetttling which in,uncomfortable,3.0,decisiontoleaveevidencechoyoungwuksample2mp3.mp3
/audioFolder2//film-score-emotion-survey/audioFolder2/decision_to_leave_evidence__cho_youngwuk_sample_2.mp3,9.891,0.591,-0.46,it feels like it gets increasingly more uncomfortable and more negative as time goes on like slightly unsetttling which in turns build energy a little bit but the drone sound maintains a high slightly on edge energy also.,never-heard-this,_w5xx418by,Decision To Leave,Cho Young-wuk,Evidence,2022,0,Park Chan-wook,"Crime, Drama, Mystery",KRF012300022,1,3,which in turns build energy a little bit but,turns build energy a little bit but drone sound,energy,2.0,decisiontoleaveevidencechoyoungwuksample2mp3.mp3
/audioFolder2//film-score-emotion-survey/audioFolder2/decision_to_leave_evidence__cho_youngwuk_sample_2.mp3,14.1489574681907,0.546,-0.75,it feels like it gets increasingly more uncomfortable and more negative as time goes on like slightly unsetttling which in turns build energy a little bit but the drone sound maintains a high slightly on edge energy also.,never-heard-this,_w5xx418by,Decision To Leave,Cho Young-wuk,Evidence,2022,0,Park Chan-wook,"Crime, Drama, Mystery",KRF012300022,1,4,the drone sound maintains a high slightly on edge energy also.,maintains a high slightly on edge energy also.,energy,2.0,decisiontoleaveevidencechoyoungwuksample2mp3.mp3
/audioFolder2//film-score-emotion-survey/audioFolder2/decision_to_leave_mist__jung_hoon_hee_sample_1.mp3,1.51740506329114,-0.669,-0.68,"The lyric ""ê·¸ì¬ëì ì´ëì"" meaning ""where is he gone"" in Korean sounds familiar to me since I'm from Korea.  According to the lyrics, I can get that the song is about missing someone. It is a sad song. On the one hand, even though it is a Korean song, it is a bit awkward. Because this song is very old, probably from the 70s. It is a style that is difficult to hear these days, and reflects the era before Korean society became affluent. I think it will probably be played in an atmosphere that my grandmother would enjoy listening to, or in a cafe with an old-fashioned atmosphere.",familiar,_vkc22esbd,Into the Wild,Eddie Vedder,Society,2007,1,Sean Penn,"Crime, Drama, Mystery",KRF012300022,1,1,"The lyric ""ê·¸ì¬ëì ì´ëì"" meaning ""where is he gone"" in Korean sounds familiar to me since I'm from Korea.  According to the lyrics, I can get that the song is about missing someone. It is a sad song. On the one hand, even though it is a Korean song, it is a bit awkward. Because this song is very old, probably from the 70s. It is a style that is difficult to hear these days,","lyric ""ê·¸ì¬ëì ì´ëì"" meaning ""where is he gone"" in Korean familiar to me since I'm from Korea. According lyrics, I can get that song is about missing someone. It is a sad song. On one h, even though it is a Korean song, it is a bit awkward. Because this song is old, probably from 70s. It is a style that is difficult to hear se days, reflects era before Korean society became affluent. I think it will probably be played in an atmosphere that my grmor would enjoy listening to, or in a cafe with an old-fashioned atmosphere.",sad,4.0,decisiontoleavemistjunghoonheesample1mp3.mp3
/audioFolder2//film-score-emotion-survey/audioFolder2/decision_to_leave_mist__jung_hoon_hee_sample_2.mp3,6.41686746055696,0.536,0.65,"I enjoyed this one. At the first marker I felt like tapping my foot along to it, positive and potentially exciting as if it were going to get faster. At the 2nd marker my expectation of it getting faster was wrong, and the change in the voice sounded a bit sad or introspective. Not what I was expecting but I enjoyed it.",never-heard-this,_fnqpb5bv8,Decision To Leave,Jung Hoon Hee and Song Chang-sik,Mist,2022,1,Park Chan-wook,"Crime, Drama, Mystery",KRF012300022,1,1,I enjoyed this one. At the,"I enjoyed this one. At first marker tapping my foot along to it, positive potentially exciting as if it were going to get faster. At",positive,8.0,decisiontoleavemistjunghoonheesample2mp3.mp3
/audioFolder2//film-score-emotion-survey/audioFolder2/decision_to_leave_mist__jung_hoon_hee_sample_2.mp3,11.1141041652158,0.354,-0.175,"I enjoyed this one. At the first marker I felt like tapping my foot along to it, positive and potentially exciting as if it were going to get faster. At the 2nd marker my expectation of it getting faster was wrong, and the change in the voice sounded a bit sad or introspective. Not what I was expecting but I enjoyed it.",never-heard-this,_fnqpb5bv8,Decision To Leave,Jung Hoon Hee and Song Chang-sik,Mist,2022,1,Park Chan-wook,"Crime, Drama, Mystery",KRF012300022,1,2,"marker I felt like tapping my foot along to it, positive","2nd marker my expectation of it getting faster was wrong, change in voice sounded a bit sad or introspective. Not what I was expecting but I enjoyed it.",sad,4.0,decisiontoleavemistjunghoonheesample2mp3.mp3
/audioFolder2//film-score-emotion-survey/audioFolder2/detach_hans_zimmer_interstellar_sample_1.mp3,0.0367017637592726,0.442,-0.57,"Makes me feel uneasy and thrown into the middle of something strange. I feel relief as the intensity dissipates at the second marker and, at the third, the gentle chiming feels vaguely calming.",familiar,_7jm0obbi1,Interstellar,Hans Zimmer,Detatch,2014,0,Christopher Nolan,Adventure Drama Sci-Fi,USNLR1400786,1,1,Makes me feel uneasy,Makes me uneasy thrown in middle of something,uneasy,3.0,detachhanszimmerinterstellarsample1mp3.mp3
/audioFolder2//film-score-emotion-survey/audioFolder2/detach_hans_zimmer_interstellar_sample_1.mp3,6.57569882616858,-0.18,-0.185,"Makes me feel uneasy and thrown into the middle of something strange. I feel relief as the intensity dissipates at the second marker and, at the third, the gentle chiming feels vaguely calming.",familiar,_7jm0obbi1,Interstellar,Hans Zimmer,Detatch,2014,0,Christopher Nolan,Adventure Drama Sci-Fi,USNLR1400786,1,2,thrown into the middle of something strange. I feel relief as the intensity dissipates at the,strange. I relief as intensity dissipates at second,relief,0.0,detachhanszimmerinterstellarsample1mp3.mp3
/audioFolder2//film-score-emotion-survey/audioFolder2/detach_hans_zimmer_interstellar_sample_1.mp3,12.9201388653565,-0.361,0.055,"Makes me feel uneasy and thrown into the middle of something strange. I feel relief as the intensity dissipates at the second marker and, at the third, the gentle chiming feels vaguely calming.",familiar,_7jm0obbi1,Interstellar,Hans Zimmer,Detatch,2014,0,Christopher Nolan,Adventure Drama Sci-Fi,USNLR1400786,1,3,Makes me feel uneasy and thrown into the middle of something strange,"marker, at third, gentle chiming vaguely calming.",calming,0.0,detachhanszimmerinterstellarsample1mp3.mp3
/audioFolder2//film-score-emotion-survey/audioFolder2/detach_hans_zimmer_interstellar_sample_1.mp3,5.23050683042586,0.529,-0.726,"This piece of audio felt tense and high energy at first, and suddenly the velocity lowers down at the marker.",familiar-feeling-not-familiar,_i8tjackqh,Interstellar,Hans Zimmer,Detatch,2014,0,Christopher Nolan,Adventure Drama Sci-Fi,USNLR1400786,1,1,This piece of audio felt tense,"This piece udio felt tense high energy at first, suddenly velocity lowers down at marker.",high\ energy,,detachhanszimmerinterstellarsample1mp3.mp3
/audioFolder2//film-score-emotion-survey/audioFolder2/detach_hans_zimmer_interstellar_sample_2.mp3,5.38816666666667,0.233,-0.53," Uncomfortable, with a feeling of impending doom",never-heard-this,_9w25vtbrx,Interstellar,Hans Zimmer,Detatch,2014,0,Christopher Nolan,Adventure Drama Sci-Fi,USNLR1400786,1,1,"Uncomfortable, with a","Uncomfortable, with a",uncomfortable,3.0,detachhanszimmerinterstellarsample2mp3.mp3
/audioFolder2//film-score-emotion-survey/audioFolder2/detach_hans_zimmer_interstellar_sample_2.mp3,9.5535,0.683,-0.62," Uncomfortable, with a feeling of impending doom",never-heard-this,_9w25vtbrx,Interstellar,Hans Zimmer,Detatch,2014,0,Christopher Nolan,Adventure Drama Sci-Fi,USNLR1400786,1,2,feeling of impending doom,of impending doom,doom,3.0,detachhanszimmerinterstellarsample2mp3.mp3
/audioFolder2//film-score-emotion-survey/audioFolder2/detach_hans_zimmer_interstellar_sample_2.mp3,9.4011467304255,0.367,-0.92,"The mood is quite creepy. The marker indicates the creepiness turning into foreboding - it's as if something is creeping up on me, and the marker indicates a change where now my heart is beating noticeably harder.",familiar-feeling-not-familiar,_twp7r8zvn,Interstellar,Hans Zimmer,Detatch,2014,0,Christopher Nolan,Adventure Drama Sci-Fi,USNLR1400786,1,1,"The mood is quite creepy. The marker indicates the creepiness turning into foreboding - it's as if something is creeping up on me,","mood is quite creepy. marker s creepiness turning into foreboding - it's as if something is creeping up on me, marker s a change where now my heart is beating noticeably harder.",creepy\ foreboding,3.0,detachhanszimmerinterstellarsample2mp3.mp3
/audioFolder2//film-score-emotion-survey/audioFolder2/dickon_hinchliffe__octopus_the_lost_daughter_sample_1.mp3,0.0,0.126,0.883,Relaxed but happy,familiar-feeling-not-familiar,_c0ghyfm7p,The Lost Daughter,Dickon Hinchliffe,Octopus,2021,0,Maggie Gyllenhaal,Horror Mystery Thriller,QA8BZ2100961,1,1,Relaxed but happy,Relaxed but happy,relaxed,0.0,dickonhinchliffeoctopusthelostdaughtersample1mp3.mp3
/audioFolder2//film-score-emotion-survey/audioFolder2/dickon_hinchliffe__octopus_the_lost_daughter_sample_1.mp3,14.8,0.455,0.881,I felt relaxed and happy. I pictured myself walking on a sunny day and discovering new places in you hometown. Something familiar and safe but at the same time new. ,familiar,_c30bxpudl,The Lost Daughter,Dickon Hinchliffe,Octopus,2021,0,Maggie Gyllenhaal,Horror Mystery Thriller,QA8BZ2100961,1,1,I felt relaxed,relaxed happy. I pictured myself walking on a sunny day discovering new places in you hometown. Something familiar safe but at same time new.,relaxed,0.0,dickonhinchliffeoctopusthelostdaughtersample1mp3.mp3
/audioFolder2//film-score-emotion-survey/audioFolder2/dickon_hinchliffe__octopus_the_lost_daughter_sample_1.mp3,2.46133333333336,0.349,0.673,The first maker indicated a change from feeling neutral to enjoyment accompanied by toe tapping. Second marker is where this enjoyment tailed off as the music faded.,familiar,_xxrru22vl,The Lost Daughter,Dickon Hinchliffe,Octopus,2021,0,Maggie Gyllenhaal,Horror Mystery Thriller,QA8BZ2100961,1,1,The first maker indicated a change from feeling neutral to enjoyment accompanied by toe tapping,first maker d a change from neutral to enjoyment accompanied by toe,neutral,1.0,dickonhinchliffeoctopusthelostdaughtersample1mp3.mp3
/audioFolder2//film-score-emotion-survey/audioFolder2/dickon_hinchliffe__octopus_the_lost_daughter_sample_1.mp3,14.8,-0.476,0.208,The first maker indicated a change from feeling neutral to enjoyment accompanied by toe tapping. Second marker is where this enjoyment tailed off as the music faded.,familiar,_xxrru22vl,The Lost Daughter,Dickon Hinchliffe,Octopus,2021,0,Maggie Gyllenhaal,Horror Mystery Thriller,QA8BZ2100961,1,2,maker indicated a change from feeling neutral to enjoyment accompanied by toe tapping,tapping. Second marker is where this enjoyment tailed off as music faded.,enjoyment,8.0,dickonhinchliffeoctopusthelostdaughtersample1mp3.mp3
/audioFolder2//film-score-emotion-survey/audioFolder2/dickon_hinchliffe__octopus_the_lost_daughter_sample_2.mp3,6.39871968938713,-0.125,0.54,this music example gives throughout a feeling of relaxed cheerfulness,familiar-feeling-not-familiar,_z1rzh278d,The Lost Daughter,Dickon Hinchliffe,Octopus,2021,0,Maggie Gyllenhaal,Horror Mystery Thriller,QA8BZ2100961,1,1,this music example gives throughout a feeling of relaxed cheerfulness,this music example gives throughout a relaxed cheerfulness,relaxed,0.0,dickonhinchliffeoctopusthelostdaughtersample2mp3.mp3
/audioFolder2//film-score-emotion-survey/audioFolder2/django_unchained_luis_bacalov_django_sample_1.mp3,0.0,0.54,-0.195,"Excited and expectant. Immediate sense of wide open space and dramatic scenary - is this from a Western?

Great key change at the second marker, changed my mood to darker feeling of finality & hopelessness. ",familiar,_n7kwxb5sp,A Hidden Life,James Newton Howard,Hope,2019,0,Terrence Malick,Drama Western,USUG11201339,1,1,Excited and expectant,Excited expectant. Immediate sense of wide open space dramatic scenary,excited,2.0,djangounchainedluisbacalovdjangosample1mp3.mp3
/audioFolder2//film-score-emotion-survey/audioFolder2/django_unchained_luis_bacalov_django_sample_1.mp3,0.0,0.534,0.55,"Excited and expectant. Immediate sense of wide open space and dramatic scenary - is this from a Western?

Great key change at the second marker, changed my mood to darker feeling of finality & hopelessness. ",familiar,_n7kwxb5sp,A Hidden Life,James Newton Howard,Hope,2019,0,Terrence Malick,Drama Western,USUG11201339,1,2,expectant. Immediate sense of wide open space,- is this from a Western? Great key change at second,exciting,2.0,djangounchainedluisbacalovdjangosample1mp3.mp3
/audioFolder2//film-score-emotion-survey/audioFolder2/django_unchained_luis_bacalov_django_sample_1.mp3,0.0020600718060611,-0.366,0.55,"Excited and expectant. Immediate sense of wide open space and dramatic scenary - is this from a Western?

Great key change at the second marker, changed my mood to darker feeling of finality & hopelessness. ",familiar,_n7kwxb5sp,A Hidden Life,James Newton Howard,Hope,2019,0,Terrence Malick,Drama Western,USUG11201339,1,3,"dramatic scenary - is this from a Western?

Great key change at the","marker, changed my mood to darker finality & hopelessness.",hopelessness,4.0,djangounchainedluisbacalovdjangosample1mp3.mp3
/audioFolder2//film-score-emotion-survey/audioFolder2/django_unchained_luis_bacalov_django_sample_2.mp3,11.3202459606677,0.333,0.637,When the vocal comes in I feel the excitement goes higher.,familiar-feeling-not-familiar,_rhl53olmi,The Power of the Dog,Jonny Greenwood,West,2021,0,Jane Campion,Drama Western,USUG11201339,1,1,When the vocal comes in I feel the excitement goes higher,When vocal comes in I excitement goes higher.,exciting,2.0,djangounchainedluisbacalovdjangosample2mp3.mp3
/audioFolder2//film-score-emotion-survey/audioFolder2/django_unchained_luis_bacalov_django_sample_2.mp3,0.0067555360325757,0.569,0.716,"The first marker made me feel relaxed and gave me the feeling of someone slowly strolling through their surroundings - the same feeling I get from watching an opening of an old western film, when the music is used to set the scene.

The second marker had vocals that reaffirmed those feelings of relaxation and definitely felt like the music would be used to set the scene of what's to come - which gave me my biggest sense of wanting to know what comes next.",never-heard-this,_tl8d0vzsi,Brokeback Mountain,Gustavo Santaolalla,Opening,2006,0,Ang Lee,Drama Western,USUG11201339,1,1,The first marker made me feel relaxed and gave me the feeling of someone slowly strolling through their surroundings - the same feeling I get from watching an opening of an old western film,"first marker relaxed gave me someone slowly strolling through ir surroundings - same I get from watching an opening n old western film, when music is used to set scene.",relaxed,0.0,djangounchainedluisbacalovdjangosample2mp3.mp3
/audioFolder2//film-score-emotion-survey/audioFolder2/django_unchained_luis_bacalov_django_sample_2.mp3,10.6010763869063,0.906,0.916,"The first marker made me feel relaxed and gave me the feeling of someone slowly strolling through their surroundings - the same feeling I get from watching an opening of an old western film, when the music is used to set the scene.

The second marker had vocals that reaffirmed those feelings of relaxation and definitely felt like the music would be used to set the scene of what's to come - which gave me my biggest sense of wanting to know what comes next.",never-heard-this,_tl8d0vzsi,Brokeback Mountain,Gustavo Santaolalla,Opening,2006,0,Ang Lee,Drama Western,USUG11201339,1,2,marker made me feel relaxed,second marker had vocals that reaffirmed those of relaxation definitely felt music would be used to set scene 's to come - which gave me my biggest sense of wanting to know what comes next.,curious,6.0,djangounchainedluisbacalovdjangosample2mp3.mp3
/audioFolder3//film-score-emotion-survey/audioFolder3/Drive_After_The_Chase_Cliff_Martinez_sample_1.mp3,1.9965873455082,0.364,0.0,starts with a tenseness and then settles into a kind of progressive emocion,never-heard-this,_pzsnt1bjf,Drive,Cliff Martinez,After The Chase,2011,0,Nicolas Winding Refn,Action Drama,USLS51123213,1,1,starts with a tenseness and then settles into a kind of progressive emocion,,tenseness,3.0,driveafterthechasecliffmartinezsample1mp3.mp3
/audioFolder3//film-score-emotion-survey/audioFolder3/Drive_After_The_Chase_Cliff_Martinez_sample_1.mp3,4.45153759566914,0.364,-0.19,starts with a tenseness and then settles into a kind of progressive emocion,never-heard-this,_pzsnt1bjf,Drive,Cliff Martinez,After The Chase,2011,0,Nicolas Winding Refn,Action Drama,USLS51123213,1,2,a tenseness,tenseness n,tenseness,3.0,driveafterthechasecliffmartinezsample1mp3.mp3
/audioFolder3//film-score-emotion-survey/audioFolder3/Drive_After_The_Chase_Cliff_Martinez_sample_1.mp3,5.87512740200304,0.184,0.0,starts with a tenseness and then settles into a kind of progressive emocion,never-heard-this,_pzsnt1bjf,Drive,Cliff Martinez,After The Chase,2011,0,Nicolas Winding Refn,Action Drama,USLS51123213,1,3,starts with a tenseness and then settles into a kind of progressive emocion,,tenseness,3.0,driveafterthechasecliffmartinezsample1mp3.mp3
/audioFolder3//film-score-emotion-survey/audioFolder3/Drive_After_The_Chase_Cliff_Martinez_sample_1.mp3,7.68057334352297,0.544,0.18,starts with a tenseness and then settles into a kind of progressive emocion,never-heard-this,_pzsnt1bjf,Drive,Cliff Martinez,After The Chase,2011,0,Nicolas Winding Refn,Action Drama,USLS51123213,1,4,settles into,progressive,progressive\ emotion,2.0,driveafterthechasecliffmartinezsample1mp3.mp3
/audioFolder3//film-score-emotion-survey/audioFolder3/Drive_After_The_Chase_Cliff_Martinez_sample_1.mp3,12.1710680309755,0.189,-0.365,starts with a tenseness and then settles into a kind of progressive emocion,never-heard-this,_pzsnt1bjf,Drive,Cliff Martinez,After The Chase,2011,0,Nicolas Winding Refn,Action Drama,USLS51123213,1,5,a kind of progressive emocion,emocion,progressive\ emotion,2.0,driveafterthechasecliffmartinezsample1mp3.mp3
/audioFolder3//film-score-emotion-survey/audioFolder3/Drive_My_Car_(the_important_thing_is_to_work)_Eiko_Ishibashi_sample_1.mp3,7.44672273580316,0.018,0.6,false inpuut,familiar-feeling-not-familiar,_za13pvot1,Drive my Car,Eiko Ishibashi,Drive My Car,2021,0,Ryûsuke Hamaguchi,Action Drama,JPJ902104850,1,1,false inpuut,false inpuut,FALSE,1.0,drivemycartheimportantthingistoworkeikoishibashisample1mp3.mp3
/audioFolder3//film-score-emotion-survey/audioFolder3/Drum_&_Drone_Whiplash_Justin_Hurwitz_sample_1.mp3,10.1546666666667,0.28,0.12,Good amount of energy - not quite sure what my emotion was - positive and with energy though,never-heard-this,_lvnhd664l,Whiplash,Hank Levy ,Whiplash,2014,1,Damien Chazelle,Drama Music,US3M51428613,1,1,Good amount of energy - not quite sure what my emotion was - positive,Good amount of energy - not quite sure what my emotion was - positive with energy though,energy,2.0,drumdronewhiplashjustinhurwitzsample1mp3.mp3
/audioFolder3//film-score-emotion-survey/audioFolder3/Everything_Everywhere_All_At_Once__In_Another_Life_-_Son_Lux_sample_2.mp3,8.26824350378949,0.0,0.0,"The music evokes images of someone in a reflective mood in the wake of a challenging life-event - on the first dot, I get the impression of someone taking a deep breath and surveying the aftermath of the situation. The second dot is the person in questions realising everything is going to be ok. ",never-heard-this,_3g7glzy1o,Everything Everywhere All At Once,"Son Lux, Rafiq Bhatia, Ryan Lott",In Another Life,2022,0,"Daniel Kwan, Daniel Scheinert","Action, Adventure, Comedy",QMB622200538,1,1,The music evokes images of someone in a reflective mood in the wake of a challenging life-event - on the,music evokes images of someone in a reflective mood in wake challenging life-event -,reflective,0.0,everythingeverywhereallatonceinanotherlifesonluxsample2mp3.mp3
/audioFolder3//film-score-emotion-survey/audioFolder3/Everything_Everywhere_All_At_Once__In_Another_Life_-_Son_Lux_sample_2.mp3,11.9884502046924,-0.552,-0.003,"The music evokes images of someone in a reflective mood in the wake of a challenging life-event - on the first dot, I get the impression of someone taking a deep breath and surveying the aftermath of the situation. The second dot is the person in questions realising everything is going to be ok. ",never-heard-this,_3g7glzy1o,Everything Everywhere All At Once,"Son Lux, Rafiq Bhatia, Ryan Lott",In Another Life,2022,0,"Daniel Kwan, Daniel Scheinert","Action, Adventure, Comedy",QMB622200538,1,2,"dot, I get the impression of someone taking a deep breath","on first dot, I get impression of someone taking a deep breath surveying aftermath",relief,0.0,everythingeverywhereallatonceinanotherlifesonluxsample2mp3.mp3
/audioFolder3//film-score-emotion-survey/audioFolder3/Everything_Everywhere_All_At_Once__In_Another_Life_-_Son_Lux_sample_2.mp3,14.8,-0.552,0.362,"The music evokes images of someone in a reflective mood in the wake of a challenging life-event - on the first dot, I get the impression of someone taking a deep breath and surveying the aftermath of the situation. The second dot is the person in questions realising everything is going to be ok. ",never-heard-this,_3g7glzy1o,Everything Everywhere All At Once,"Son Lux, Rafiq Bhatia, Ryan Lott",In Another Life,2022,0,"Daniel Kwan, Daniel Scheinert","Action, Adventure, Comedy",QMB622200538,1,3,surveying the aftermath of the situation. The,of situation. second dot is person in questions realising ething is going to be ok.,relief,0.0,everythingeverywhereallatonceinanotherlifesonluxsample2mp3.mp3
